# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1146524	1148734	-	WP_010666461.1	WP_010666461.1		phosphoribosylformylglycinamidine synthase subunit PurL	purL		EMQ_RS05180	2211	736	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1148731	1149432	-					purQ		EMQ_RS05185	702		old_locus_tag=EMQ_1044
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1148731	1149432	-	WP_010666462.1	WP_010666462.1		phosphoribosylformylglycinamidine synthase subunit PurQ	purQ		EMQ_RS05185	702	233	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1149429	1149833	-							EMQ_RS05190	405		old_locus_tag=EMQ_1045
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1149429	1149833	-	WP_010666463.1	WP_010666463.1		hypothetical protein			EMQ_RS05190	405	134	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1149830	1150072	-					purS		EMQ_RS05195	243		old_locus_tag=EMQ_1046
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1149830	1150072	-	WP_010666464.1	WP_010666464.1		phosphoribosylformylglycinamidine synthase subunit PurS	purS		EMQ_RS05195	243	80	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1150128	1150892	-							EMQ_RS05200	765		old_locus_tag=EMQ_1047
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1150128	1150892	-	WP_010666465.1	WP_010666465.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase			EMQ_RS05200	765	254	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1151132	1151725	-							EMQ_RS05205	594		old_locus_tag=EMQ_1048
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1151132	1151725	-	WP_010666466.1	WP_010666466.1		sugar O-acetyltransferase			EMQ_RS05205	594	197	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1151813	1153162	-					purB		EMQ_RS05210	1350		old_locus_tag=EMQ_1049
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1151813	1153162	-	WP_010666467.1	WP_010666467.1		adenylosuccinate lyase	purB		EMQ_RS05210	1350	449	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1153463	1155646	-							EMQ_RS05215	2184		old_locus_tag=EMQ_1050
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1153463	1155646	-	WP_010666468.1	WP_010666468.1		TonB-dependent receptor			EMQ_RS05215	2184	727	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1155703	1156821	-							EMQ_RS05220	1119		old_locus_tag=EMQ_1051
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1155703	1156821	-	WP_018308361.1	WP_018308361.1		LLM class flavin-dependent oxidoreductase			EMQ_RS05220	1119	372	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1157144	1157656	+							EMQ_RS05225	513		old_locus_tag=EMQ_1052
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1157144	1157656	+	WP_018308360.1	WP_018308360.1		hypothetical protein			EMQ_RS05225	513	170	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1157734	1158807	-							EMQ_RS05230	1074		old_locus_tag=EMQ_1053
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1157734	1158807	-	WP_010669028.1	WP_010669028.1		alpha/beta hydrolase			EMQ_RS05230	1074	357	
gene	RNase_P_RNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1158892	1159283	+					rnpB		EMQ_RS05235	392		
ncRNA	RNase_P_RNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1158892	1159283	+				RNase P RNA component class A	rnpB		EMQ_RS05235	392		
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1159615	1160091	+					mraZ		EMQ_RS05240	477		old_locus_tag=EMQ_1054
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1159615	1160091	+	WP_010668945.1	WP_010668945.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		EMQ_RS05240	477	158	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1160088	1161173	+					rsmH		EMQ_RS05245	1086		old_locus_tag=EMQ_1055
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1160088	1161173	+	WP_018308358.1	WP_018308358.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		EMQ_RS05245	1086	361	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1161173	1162183	+							EMQ_RS05250	1011		old_locus_tag=EMQ_1056
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1161173	1162183	+	WP_010668990.1	WP_010668990.1		hypothetical protein			EMQ_RS05250	1011	336	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1162307	1164397	+							EMQ_RS05255	2091		old_locus_tag=EMQ_1057
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1162307	1164397	+	WP_081617510.1	WP_081617510.1		penicillin-binding protein 2			EMQ_RS05255	2091	696	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1164401	1165873	+							EMQ_RS05260	1473		old_locus_tag=EMQ_1058
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1164401	1165873	+	WP_010668583.1	WP_010668583.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			EMQ_RS05260	1473	490	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1165870	1167273	+					murF		EMQ_RS05265	1404		old_locus_tag=EMQ_1059
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1165870	1167273	+	WP_010668584.1	WP_010668584.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		EMQ_RS05265	1404	467	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1167273	1168364	+					mraY		EMQ_RS05270	1092		old_locus_tag=EMQ_1060
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1167273	1168364	+	WP_010668585.1	WP_010668585.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		EMQ_RS05270	1092	363	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1168377	1169771	+					murD		EMQ_RS05275	1395		old_locus_tag=EMQ_1061
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1168377	1169771	+	WP_010668586.1	WP_010668586.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		EMQ_RS05275	1395	464	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1169771	1170940	+							EMQ_RS05280	1170		old_locus_tag=EMQ_1062
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1169771	1170940	+	WP_018308356.1	WP_018308356.1		putative lipid II flippase FtsW			EMQ_RS05280	1170	389	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1170937	1172154	+							EMQ_RS05285	1218		old_locus_tag=EMQ_1063
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1170937	1172154	+	WP_231367990.1	WP_231367990.1		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase			EMQ_RS05285	1218	405	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1172151	1173578	+					murC		EMQ_RS05290	1428		old_locus_tag=EMQ_1064
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1172151	1173578	+	WP_010668098.1	WP_010668098.1		UDP-N-acetylmuramate--L-alanine ligase	murC		EMQ_RS05290	1428	475	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1173575	1174546	+					murB		EMQ_RS05295	972		old_locus_tag=EMQ_1065
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1173575	1174546	+	WP_010668099.1	WP_010668099.1		UDP-N-acetylmuramate dehydrogenase	murB		EMQ_RS05295	972	323	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1174543	1175526	+							EMQ_RS05300	984		old_locus_tag=EMQ_1066
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1174543	1175526	+	WP_010668100.1	WP_010668100.1		D-alanine--D-alanine ligase			EMQ_RS05300	984	327	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1175523	1176596	+							EMQ_RS05305	1074		old_locus_tag=EMQ_1067
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1175523	1176596	+	WP_018308355.1	WP_018308355.1		cell division protein FtsQ/DivIB			EMQ_RS05305	1074	357	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1176593	1177972	+					ftsA		EMQ_RS05310	1380		old_locus_tag=EMQ_1068
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1176593	1177972	+	WP_010668987.1	WP_010668987.1		cell division protein FtsA	ftsA		EMQ_RS05310	1380	459	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1178083	1179585	+					ftsZ		EMQ_RS05315	1503		old_locus_tag=EMQ_1069
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1178083	1179585	+	WP_010668988.1	WP_010668988.1		cell division protein FtsZ	ftsZ		EMQ_RS05315	1503	500	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1179819	1180835	+					lpxC		EMQ_RS05320	1017		old_locus_tag=EMQ_1070
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1179819	1180835	+	WP_018308354.1	WP_018308354.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		EMQ_RS05320	1017	338	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1180989	1182017	+							EMQ_RS05325	1029		old_locus_tag=EMQ_1071
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1180989	1182017	+	WP_231368060.1	WP_231368060.1		outer membrane protein assembly factor BamD			EMQ_RS05325	1029	342	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1182171	1183895	+					recN		EMQ_RS05330	1725		old_locus_tag=EMQ_1072
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1182171	1183895	+	WP_010667309.1	WP_010667309.1		DNA repair protein RecN	recN		EMQ_RS05330	1725	574	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1183895	1185982	+					ligA		EMQ_RS05335	2088		old_locus_tag=EMQ_1073
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1183895	1185982	+	WP_010667310.1	WP_010667310.1		NAD-dependent DNA ligase LigA	ligA		EMQ_RS05335	2088	695	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1186194	1188866	+					ppdK		EMQ_RS05340	2673		old_locus_tag=EMQ_1074
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1186194	1188866	+	WP_018308353.1	WP_018308353.1		pyruvate, phosphate dikinase	ppdK		EMQ_RS05340	2673	890	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1189008	1189865	+							EMQ_RS05345	858		old_locus_tag=EMQ_1075
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1189008	1189865	+	WP_018308352.1	WP_018308352.1		kinase/pyrophosphorylase			EMQ_RS05345	858	285	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1189967	1190353	-							EMQ_RS05350	387		old_locus_tag=EMQ_1076
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1189967	1190353	-	WP_018308351.1	WP_018308351.1		hypothetical protein			EMQ_RS05350	387	128	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1190420	1191613	-							EMQ_RS05355	1194		old_locus_tag=EMQ_1077
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1190420	1191613	-	WP_018308350.1	WP_018308350.1		hypothetical protein			EMQ_RS05355	1194	397	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1191824	1193245	-							EMQ_RS05360	1422		old_locus_tag=EMQ_1078
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1191824	1193245	-	WP_010666531.1	WP_010666531.1		3-deoxy-7-phosphoheptulonate synthase class II			EMQ_RS05360	1422	473	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1193831	1195285	-							EMQ_RS05365	1455		old_locus_tag=EMQ_1079
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1193831	1195285	-	WP_010666532.1	WP_010666532.1		APC family permease			EMQ_RS05365	1455	484	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1195377	1196399	-							EMQ_RS05370	1023		old_locus_tag=EMQ_1080
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1195377	1196399	-	WP_010666533.1	WP_010666533.1		phosphotransferase			EMQ_RS05370	1023	340	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1196414	1197673	-							EMQ_RS05375	1260		old_locus_tag=EMQ_1081
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1196414	1197673	-	WP_010666534.1	WP_010666534.1		aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			EMQ_RS05375	1260	419	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1197917	1198969	+							EMQ_RS05380	1053		old_locus_tag=EMQ_1082
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1197917	1198969	+	WP_010666535.1	WP_010666535.1		AraC family transcriptional regulator			EMQ_RS05380	1053	350	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1199153	1200643	-							EMQ_RS05385	1491		old_locus_tag=EMQ_1083
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1199153	1200643	-	WP_010666536.1	WP_010666536.1		carboxypeptidase M32			EMQ_RS05385	1491	496	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1200840	1201496	+							EMQ_RS05390	657		old_locus_tag=EMQ_1084
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1200840	1201496	+	WP_231367989.1	WP_231367989.1		hypothetical protein			EMQ_RS05390	657	218	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1201526	1202209	-					alkB		EMQ_RS05395	684		old_locus_tag=EMQ_1085
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1201526	1202209	-	WP_018308347.1	WP_018308347.1		DNA oxidative demethylase AlkB	alkB		EMQ_RS05395	684	227	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1202376	1202792	+							EMQ_RS05400	417		old_locus_tag=EMQ_1086
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1202376	1202792	+	WP_010668158.1	WP_010668158.1		hypothetical protein			EMQ_RS05400	417	138	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1203022	1204131	+							EMQ_RS05405	1110		old_locus_tag=EMQ_1087
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1203022	1204131	+	WP_010668159.1	WP_010668159.1		AI-2E family transporter			EMQ_RS05405	1110	369	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1204124	1204588	+							EMQ_RS05410	465		old_locus_tag=EMQ_1088
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1204124	1204588	+	WP_132012029.1	WP_132012029.1		hypothetical protein			EMQ_RS05410	465	154	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1204671	1205219	+					def		EMQ_RS05415	549		old_locus_tag=EMQ_1089
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1204671	1205219	+	WP_010668161.1	WP_010668161.1		peptide deformylase	def		EMQ_RS05415	549	182	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1205295	1206209	+					fmt		EMQ_RS05420	915		old_locus_tag=EMQ_1090
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1205295	1206209	+	WP_010668162.1	WP_010668162.1		methionyl-tRNA formyltransferase	fmt		EMQ_RS05420	915	304	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1206206	1207024	+					truA		EMQ_RS05425	819		old_locus_tag=EMQ_1091
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1206206	1207024	+	WP_010668163.1	WP_010668163.1		tRNA pseudouridine(38-40) synthase TruA	truA		EMQ_RS05425	819	272	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1207231	1207722	-							EMQ_RS05430	492		old_locus_tag=EMQ_1092
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1207231	1207722	-	WP_132012028.1	WP_132012028.1		IS5 family transposase			EMQ_RS05430	492	163	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1207968	1209179	-							EMQ_RS05435	1212		old_locus_tag=EMQ_1093
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1207968	1209179	-	WP_081617509.1	WP_081617509.1		acyltransferase			EMQ_RS05435	1212	403	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1209578	1212172	+							EMQ_RS05440	2595		old_locus_tag=EMQ_1094
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1209578	1212172	+	WP_010666689.1	WP_010666689.1		MMPL family transporter			EMQ_RS05440	2595	864	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1212263	1213114	+							EMQ_RS05445	852		old_locus_tag=EMQ_1095
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1212263	1213114	+	WP_010666688.1	WP_010666688.1		NmrA family NAD(P)-binding protein			EMQ_RS05445	852	283	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1213278	1213643	+							EMQ_RS05450	366		old_locus_tag=EMQ_1096
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1213278	1213643	+	WP_231367988.1	WP_231367988.1		hypothetical protein			EMQ_RS05450	366	121	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1213671	1214612	-							EMQ_RS05455	942		old_locus_tag=EMQ_1097
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1213671	1214612	-	WP_018308344.1	WP_018308344.1		metallophosphoesterase			EMQ_RS05455	942	313	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1214841	1215995	+							EMQ_RS05460	1155		old_locus_tag=EMQ_1098
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1214841	1215995	+	WP_010668137.1	WP_010668137.1		MFS transporter			EMQ_RS05460	1155	384	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1216359	1217381	+							EMQ_RS05465	1023		old_locus_tag=EMQ_1099
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1216359	1217381	+	WP_010668136.1	WP_010668136.1		Dyp-type peroxidase			EMQ_RS05465	1023	340	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1217383	1218198	+							EMQ_RS05470	816		old_locus_tag=EMQ_1100
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1217383	1218198	+	WP_010668135.1	WP_010668135.1		bacteriocin family protein			EMQ_RS05470	816	271	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1218314	1218556	+							EMQ_RS05475	243		old_locus_tag=EMQ_1101
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1218314	1218556	+	WP_018308343.1	WP_018308343.1		hypothetical protein			EMQ_RS05475	243	80	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1218740	1220116	+							EMQ_RS05480	1377		old_locus_tag=EMQ_1102
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1218740	1220116	+	WP_010666561.1	WP_010666561.1		PLP-dependent aminotransferase family protein			EMQ_RS05480	1377	458	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1220169	1220483	+							EMQ_RS05485	315		old_locus_tag=EMQ_1103
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1220169	1220483	+	WP_010666562.1	WP_010666562.1		antibiotic biosynthesis monooxygenase			EMQ_RS05485	315	104	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1220490	1221722	+							EMQ_RS05490	1233		old_locus_tag=EMQ_1104
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	1220490	1221722	+	WP_010666563.1	WP_010666563.1		Tm-1-like ATP-binding domain-containing protein			EMQ_RS05490	1233	410	
